ticket_id,customer_id,product_id,initial_employee_id,status
TCK_001471,CUST_03851,PROD_007,EMP_087,open
TCK_001472,CUST_05019,PROD_002,EMP_084,closed
TCK_001473,CUST_01328,PROD_013,EMP_090,closed
TCK_001474,CUST_02556,PROD_009,EMP_049,closed
TCK_001475,CUST_02752,PROD_002,EMP_056,closed
TCK_001476,CUST_00273,PROD_006,EMP_073,closed
TCK_001477,CUST_00302,PROD_011,EMP_021,open
TCK_001478,CUST_03989,PROD_004,EMP_005,closed
TCK_001479,CUST_02210,PROD_012,EMP_025,closed
TCK_001480,CUST_02697,PROD_013,EMP_008,closed
TCK_001481,CUST_00763,PROD_005,EMP_032,closed
TCK_001482,CUST_00976,PROD_013,EMP_034,closed
TCK_001483,CUST_02685,PROD_007,EMP_062,closed
TCK_001484,CUST_06710,PROD_007,EMP_064,closed
TCK_001485,CUST_04632,PROD_003,EMP_023,closed
TCK_001486,CUST_04588,PROD_011,EMP_077,closed
TCK_001487,CUST_03661,PROD_010,EMP_048,closed
TCK_001488,CUST_04919,PROD_002,EMP_032,closed
TCK_001489,CUST_05578,PROD_008,EMP_046,closed
TCK_001490,CUST_06243,PROD_011,EMP_032,closed
TCK_001491,CUST_07375,PROD_008,EMP_097,closed
TCK_001492,CUST_04553,PROD_001,EMP_059,closed
TCK_001493,CUST_02100,PROD_002,EMP_072,closed
TCK_001494,CUST_04614,PROD_005,EMP_042,closed
TCK_001495,CUST_04840,PROD_011,EMP_071,closed
TCK_001496,CUST_06040,PROD_013,EMP_001,open
TCK_001497,CUST_07563,PROD_006,EMP_039,closed
TCK_001498,CUST_02722,PROD_004,EMP_007,open
TCK_001499,CUST_00046,PROD_007,EMP_056,closed
TCK_001500,CUST_06136,PROD_003,EMP_087,closed
TCK_001501,CUST_06136,PROD_004,EMP_087,closed
TCK_001502,CUST_05801,PROD_004,EMP_087,closed
TCK_001503,CUST_02571,PROD_003,EMP_074,closed
TCK_001504,CUST_04777,PROD_012,EMP_098,closed
TCK_001505,CUST_02384,PROD_008,EMP_081,closed
TCK_001506,CUST_02866,PROD_004,EMP_082,closed
TCK_001507,CUST_02814,PROD_011,EMP_095,closed
TCK_001508,CUST_01562,PROD_004,EMP_002,open
TCK_001509,CUST_01157,PROD_007,EMP_069,closed
TCK_001510,CUST_01812,PROD_009,EMP_015,closed
TCK_001511,CUST_07440,PROD_002,EMP_071,closed
TCK_001512,CUST_00145,PROD_008,EMP_027,closed
TCK_001513,CUST_05329,PROD_008,EMP_029,open
TCK_001514,CUST_01338,PROD_001,EMP_044,open
TCK_001515,CUST_01057,PROD_010,EMP_065,open
TCK_001516,CUST_00709,PROD_004,EMP_002,open
TCK_001517,CUST_04704,PROD_005,EMP_014,closed
TCK_001518,CUST_06458,PROD_003,EMP_030,closed
TCK_001519,CUST_02889,PROD_006,EMP_069,closed
TCK_001520,CUST_02016,PROD_001,EMP_013,open
TCK_001521,CUST_03041,PROD_012,EMP_090,closed
TCK_001522,CUST_00626,PROD_012,EMP_033,closed
TCK_001523,CUST_02080,PROD_006,EMP_082,closed
TCK_001524,CUST_04599,PROD_003,EMP_091,closed
TCK_001525,CUST_02096,PROD_003,EMP_048,open
TCK_001526,CUST_06933,PROD_002,EMP_002,closed
TCK_001527,CUST_03609,PROD_010,EMP_038,closed
TCK_001528,CUST_05196,PROD_003,EMP_007,closed
TCK_001529,CUST_03861,PROD_011,EMP_035,closed
TCK_001530,CUST_01299,PROD_005,EMP_093,closed
TCK_001531,CUST_00182,PROD_001,EMP_102,closed
TCK_001532,CUST_01175,PROD_005,EMP_028,closed
TCK_001533,CUST_02557,PROD_004,EMP_096,open
TCK_001534,CUST_01332,PROD_002,EMP_098,closed
TCK_001535,CUST_01050,PROD_008,EMP_083,closed
TCK_001536,CUST_05907,PROD_010,EMP_016,closed
TCK_001537,CUST_02992,PROD_003,EMP_031,closed
TCK_001538,CUST_02567,PROD_006,EMP_054,closed
TCK_001539,CUST_05782,PROD_001,EMP_054,closed
TCK_001540,CUST_06705,PROD_012,EMP_102,closed
TCK_001541,CUST_05379,PROD_004,EMP_085,closed
TCK_001542,CUST_01669,PROD_010,EMP_031,closed
TCK_001543,CUST_01483,PROD_008,EMP_028,closed
TCK_001544,CUST_07945,PROD_013,EMP_024,closed
TCK_001545,CUST_06465,PROD_009,EMP_011,closed
TCK_001546,CUST_07730,PROD_004,EMP_068,closed
TCK_001547,CUST_05841,PROD_013,EMP_095,closed
TCK_001548,CUST_03977,PROD_007,EMP_044,closed
TCK_001549,CUST_02533,PROD_011,EMP_039,closed
TCK_001550,CUST_00409,PROD_005,EMP_098,closed
TCK_001551,CUST_03638,PROD_005,EMP_007,closed
TCK_001552,CUST_00704,PROD_007,EMP_022,closed
TCK_001553,CUST_07684,PROD_004,EMP_085,closed
TCK_001554,CUST_03940,PROD_007,EMP_013,closed
TCK_001555,CUST_00709,PROD_005,EMP_053,closed
TCK_001556,CUST_02106,PROD_006,EMP_083,closed
TCK_001557,CUST_03795,PROD_009,EMP_077,closed
TCK_001558,CUST_05135,PROD_001,EMP_011,open
TCK_001559,CUST_03009,PROD_004,EMP_055,closed
TCK_001560,CUST_06547,PROD_001,EMP_058,closed
TCK_001561,CUST_07521,PROD_002,EMP_009,closed
TCK_001562,CUST_00275,PROD_006,EMP_001,open
TCK_001563,CUST_05227,PROD_008,EMP_018,open
TCK_001564,CUST_00431,PROD_005,EMP_032,closed
TCK_001565,CUST_06061,PROD_005,EMP_054,closed
TCK_001566,CUST_06822,PROD_010,EMP_074,closed
TCK_001567,CUST_05984,PROD_009,EMP_078,open
TCK_001568,CUST_02040,PROD_009,EMP_098,closed
TCK_001569,CUST_04054,PROD_005,EMP_008,open
TCK_001570,CUST_03597,PROD_003,EMP_099,closed
TCK_001571,CUST_04093,PROD_004,EMP_026,closed
TCK_001572,CUST_06138,PROD_011,EMP_063,closed
TCK_001573,CUST_01443,PROD_007,EMP_007,closed
TCK_001574,CUST_07579,PROD_008,EMP_015,closed
TCK_001575,CUST_05933,PROD_007,EMP_026,closed
TCK_001576,CUST_00515,PROD_004,EMP_035,closed
TCK_001577,CUST_04336,PROD_012,EMP_001,closed
TCK_001578,CUST_01275,PROD_001,EMP_086,closed
TCK_001579,CUST_00140,PROD_011,EMP_070,closed
TCK_001580,CUST_06963,PROD_002,EMP_022,open
TCK_001581,CUST_05768,PROD_006,EMP_008,closed
TCK_001582,CUST_02805,PROD_004,EMP_065,closed
TCK_001583,CUST_00551,PROD_010,EMP_002,closed
TCK_001584,CUST_05265,PROD_003,EMP_057,closed
TCK_001585,CUST_07974,PROD_010,EMP_039,closed
TCK_001586,CUST_05247,PROD_011,EMP_013,closed
TCK_001587,CUST_02261,PROD_008,EMP_023,closed
TCK_001588,CUST_06338,PROD_002,EMP_019,closed
TCK_001589,CUST_02337,PROD_008,EMP_083,closed
TCK_001590,CUST_04792,PROD_013,EMP_078,closed
TCK_001591,CUST_06040,PROD_007,EMP_070,open
TCK_001592,CUST_01235,PROD_010,EMP_093,closed
TCK_001593,CUST_00487,PROD_007,EMP_033,open
TCK_001594,CUST_01343,PROD_003,EMP_006,closed
TCK_001595,CUST_01534,PROD_007,EMP_069,closed
TCK_001596,CUST_07190,PROD_010,EMP_019,closed
TCK_001597,CUST_06936,PROD_006,EMP_030,closed
TCK_001598,CUST_02757,PROD_001,EMP_043,closed
TCK_001599,CUST_04575,PROD_011,EMP_018,closed
TCK_001600,CUST_02280,PROD_007,EMP_078,closed
TCK_001601,CUST_05901,PROD_006,EMP_088,closed
TCK_001602,CUST_04538,PROD_001,EMP_057,closed
TCK_001603,CUST_06246,PROD_008,EMP_091,closed
TCK_001604,CUST_02230,PROD_006,EMP_019,closed
TCK_001605,CUST_07928,PROD_007,EMP_032,closed
TCK_001606,CUST_01725,PROD_007,EMP_080,closed
TCK_001607,CUST_05028,PROD_007,EMP_080,closed
TCK_001608,CUST_03538,PROD_010,EMP_015,closed
TCK_001609,CUST_01593,PROD_005,EMP_066,open
TCK_001610,CUST_00740,PROD_012,EMP_072,closed
TCK_001611,CUST_06679,PROD_002,EMP_087,closed
TCK_001612,CUST_03260,PROD_003,EMP_037,closed
TCK_001613,CUST_02092,PROD_008,EMP_087,closed
TCK_001614,CUST_01238,PROD_002,EMP_059,open
TCK_001615,CUST_07937,PROD_003,EMP_082,closed
TCK_001616,CUST_06581,PROD_011,EMP_008,closed
TCK_001617,CUST_04095,PROD_008,EMP_094,closed
TCK_001618,CUST_05548,PROD_004,EMP_101,closed
TCK_001619,CUST_01686,PROD_012,EMP_035,closed
TCK_001620,CUST_07591,PROD_005,EMP_009,closed
TCK_001621,CUST_02967,PROD_010,EMP_059,closed
TCK_001622,CUST_02371,PROD_006,EMP_088,closed
TCK_001623,CUST_02839,PROD_007,EMP_047,closed
TCK_001624,CUST_06436,PROD_007,EMP_084,closed
TCK_001625,CUST_00263,PROD_002,EMP_017,closed
TCK_001626,CUST_03422,PROD_007,EMP_058,closed
TCK_001627,CUST_06021,PROD_010,EMP_010,closed
TCK_001628,CUST_03173,PROD_005,EMP_037,closed
TCK_001629,CUST_00671,PROD_001,EMP_052,closed
TCK_001630,CUST_01523,PROD_004,EMP_024,closed
TCK_001631,CUST_07768,PROD_005,EMP_043,closed
TCK_001632,CUST_00992,PROD_012,EMP_102,open
TCK_001633,CUST_06398,PROD_013,EMP_022,closed
TCK_001634,CUST_07423,PROD_010,EMP_059,closed
TCK_001635,CUST_02383,PROD_008,EMP_071,open
TCK_001636,CUST_02689,PROD_011,EMP_099,closed
TCK_001637,CUST_05707,PROD_007,EMP_064,closed
TCK_001638,CUST_05917,PROD_012,EMP_059,closed
TCK_001639,CUST_06719,PROD_013,EMP_078,closed
TCK_001640,CUST_01162,PROD_003,EMP_033,closed
TCK_001641,CUST_07564,PROD_002,EMP_028,closed
TCK_001642,CUST_04901,PROD_003,EMP_064,closed
TCK_001643,CUST_06623,PROD_006,EMP_032,closed
TCK_001644,CUST_06001,PROD_001,EMP_032,open
TCK_001645,CUST_04433,PROD_001,EMP_065,closed
TCK_001646,CUST_00854,PROD_013,EMP_096,open
TCK_001647,CUST_05718,PROD_005,EMP_026,closed
TCK_001648,CUST_00036,PROD_011,EMP_101,closed
TCK_001649,CUST_04955,PROD_008,EMP_007,closed
TCK_001650,CUST_07438,PROD_004,EMP_043,closed
TCK_001651,CUST_03153,PROD_006,EMP_099,closed
TCK_001652,CUST_02739,PROD_006,EMP_052,closed
TCK_001653,CUST_03782,PROD_003,EMP_035,closed
TCK_001654,CUST_04975,PROD_004,EMP_089,closed
TCK_001655,CUST_04880,PROD_001,EMP_041,closed
TCK_001656,CUST_02465,PROD_003,EMP_060,closed
TCK_001657,CUST_03808,PROD_010,EMP_071,open
TCK_001658,CUST_05921,PROD_008,EMP_019,closed
TCK_001659,CUST_03904,PROD_006,EMP_092,closed
TCK_001660,CUST_05078,PROD_008,EMP_060,closed
TCK_001661,CUST_01102,PROD_010,EMP_057,open
TCK_001662,CUST_05997,PROD_008,EMP_071,closed
TCK_001663,CUST_02526,PROD_010,EMP_037,closed
TCK_001664,CUST_03599,PROD_007,EMP_075,closed
TCK_001665,CUST_05850,PROD_005,EMP_027,open
TCK_001666,CUST_06990,PROD_013,EMP_008,closed
TCK_001667,CUST_04235,PROD_010,EMP_005,closed
TCK_001668,CUST_06953,PROD_008,EMP_067,closed
TCK_001669,CUST_04886,PROD_007,EMP_006,closed
TCK_001670,CUST_02246,PROD_009,EMP_012,closed
TCK_001671,CUST_02680,PROD_002,EMP_083,closed
TCK_001672,CUST_01931,PROD_005,EMP_075,closed
TCK_001673,CUST_00275,PROD_013,EMP_048,closed
TCK_001674,CUST_01824,PROD_013,EMP_023,closed
TCK_001675,CUST_04450,PROD_013,EMP_002,closed
TCK_001676,CUST_05917,PROD_013,EMP_087,closed
TCK_001677,CUST_02015,PROD_009,EMP_045,closed
TCK_001678,CUST_03829,PROD_008,EMP_041,closed
TCK_001679,CUST_03768,PROD_004,EMP_074,open
TCK_001680,CUST_06377,PROD_010,EMP_089,closed
TCK_001681,CUST_07508,PROD_006,EMP_079,closed
TCK_001682,CUST_05838,PROD_011,EMP_058,closed
TCK_001683,CUST_03919,PROD_013,EMP_045,closed
TCK_001684,CUST_03589,PROD_009,EMP_096,closed
TCK_001685,CUST_05730,PROD_010,EMP_005,closed
TCK_001686,CUST_05552,PROD_001,EMP_053,closed
TCK_001687,CUST_07384,PROD_004,EMP_095,closed
TCK_001688,CUST_00501,PROD_003,EMP_022,closed
TCK_001689,CUST_01744,PROD_012,EMP_061,closed
TCK_001690,CUST_00626,PROD_011,EMP_100,closed
TCK_001691,CUST_05031,PROD_002,EMP_009,closed
TCK_001692,CUST_05393,PROD_001,EMP_064,open
TCK_001693,CUST_06530,PROD_006,EMP_068,closed
TCK_001694,CUST_01158,PROD_008,EMP_069,closed
TCK_001695,CUST_07557,PROD_013,EMP_030,closed
TCK_001696,CUST_06010,PROD_003,EMP_089,closed
TCK_001697,CUST_01922,PROD_006,EMP_002,open
TCK_001698,CUST_04700,PROD_006,EMP_048,closed
TCK_001699,CUST_03669,PROD_013,EMP_026,closed
TCK_001700,CUST_06935,PROD_012,EMP_027,open
TCK_001701,CUST_05492,PROD_008,EMP_090,closed
TCK_001702,CUST_00672,PROD_007,EMP_098,closed
TCK_001703,CUST_02220,PROD_012,EMP_101,closed
TCK_001704,CUST_00276,PROD_010,EMP_002,closed
TCK_001705,CUST_01170,PROD_009,EMP_038,closed
TCK_001706,CUST_00917,PROD_011,EMP_064,open
TCK_001707,CUST_03513,PROD_012,EMP_077,open
TCK_001708,CUST_01069,PROD_012,EMP_073,closed
TCK_001709,CUST_00410,PROD_013,EMP_081,closed
TCK_001710,CUST_06945,PROD_011,EMP_072,closed
TCK_001711,CUST_07722,PROD_012,EMP_051,closed
TCK_001712,CUST_07821,PROD_002,EMP_009,closed
TCK_001713,CUST_06395,PROD_012,EMP_021,closed
TCK_001714,CUST_05094,PROD_002,EMP_058,closed
TCK_001715,CUST_01852,PROD_001,EMP_022,closed
TCK_001716,CUST_07110,PROD_013,EMP_089,closed
TCK_001717,CUST_07459,PROD_011,EMP_010,open
TCK_001718,CUST_00309,PROD_003,EMP_056,closed
TCK_001719,CUST_04098,PROD_011,EMP_089,closed
TCK_001720,CUST_01509,PROD_010,EMP_078,open
TCK_001721,CUST_07156,PROD_013,EMP_045,closed
TCK_001722,CUST_00042,PROD_007,EMP_065,closed
TCK_001723,CUST_01895,PROD_013,EMP_065,closed
TCK_001724,CUST_00566,PROD_008,EMP_046,closed
TCK_001725,CUST_02775,PROD_008,EMP_039,closed
TCK_001726,CUST_00906,PROD_002,EMP_025,closed
TCK_001727,CUST_05648,PROD_012,EMP_057,closed
TCK_001728,CUST_04874,PROD_003,EMP_072,closed
TCK_001729,CUST_04072,PROD_005,EMP_066,open
TCK_001730,CUST_00148,PROD_010,EMP_092,closed
TCK_001731,CUST_04701,PROD_002,EMP_012,closed
TCK_001732,CUST_06198,PROD_002,EMP_044,closed
TCK_001733,CUST_05702,PROD_010,EMP_030,closed
TCK_001734,CUST_01251,PROD_008,EMP_034,closed
TCK_001735,CUST_00735,PROD_008,EMP_059,open
TCK_001736,CUST_04020,PROD_006,EMP_009,open
TCK_001737,CUST_05898,PROD_009,EMP_004,closed
TCK_001738,CUST_02816,PROD_009,EMP_037,closed
TCK_001739,CUST_06160,PROD_009,EMP_052,closed
TCK_001740,CUST_05171,PROD_013,EMP_032,open
TCK_001741,CUST_01565,PROD_012,EMP_083,closed
TCK_001742,CUST_00765,PROD_013,EMP_077,open
TCK_001743,CUST_02727,PROD_001,EMP_071,closed
TCK_001744,CUST_01289,PROD_005,EMP_070,open
TCK_001745,CUST_03573,PROD_002,EMP_066,closed
TCK_001746,CUST_05286,PROD_003,EMP_083,closed
TCK_001747,CUST_03336,PROD_012,EMP_066,open
TCK_001748,CUST_01392,PROD_011,EMP_020,open
TCK_001749,CUST_06146,PROD_013,EMP_020,closed
TCK_001750,CUST_07488,PROD_011,EMP_075,closed
TCK_001751,CUST_01000,PROD_001,EMP_023,closed
TCK_001752,CUST_01746,PROD_006,EMP_070,closed
TCK_001753,CUST_05267,PROD_008,EMP_024,closed
TCK_001754,CUST_00537,PROD_009,EMP_012,closed
TCK_001755,CUST_01040,PROD_010,EMP_011,closed
TCK_001756,CUST_00046,PROD_013,EMP_015,closed
TCK_001757,CUST_06068,PROD_002,EMP_043,open
TCK_001758,CUST_02454,PROD_001,EMP_047,closed
TCK_001759,CUST_06310,PROD_007,EMP_029,closed
TCK_001760,CUST_06759,PROD_010,EMP_012,closed
TCK_001761,CUST_00260,PROD_006,EMP_009,closed
TCK_001762,CUST_05271,PROD_003,EMP_080,closed
TCK_001763,CUST_03959,PROD_011,EMP_006,open
TCK_001764,CUST_02525,PROD_007,EMP_076,open
TCK_001765,CUST_02492,PROD_009,EMP_093,closed
TCK_001766,CUST_04382,PROD_010,EMP_024,closed
TCK_001767,CUST_02895,PROD_005,EMP_048,closed
TCK_001768,CUST_05923,PROD_001,EMP_023,closed
TCK_001769,CUST_06444,PROD_002,EMP_052,closed
TCK_001770,CUST_06737,PROD_003,EMP_005,closed
TCK_001771,CUST_04474,PROD_013,EMP_042,closed
TCK_001772,CUST_04672,PROD_003,EMP_086,closed
TCK_001773,CUST_04580,PROD_013,EMP_007,closed
TCK_001774,CUST_01005,PROD_006,EMP_073,closed
TCK_001775,CUST_08003,PROD_003,EMP_102,closed
TCK_001776,CUST_02057,PROD_012,EMP_028,closed
TCK_001777,CUST_04783,PROD_006,EMP_007,closed
TCK_001778,CUST_01958,PROD_005,EMP_094,closed
TCK_001779,CUST_05782,PROD_009,EMP_046,closed
TCK_001780,CUST_05988,PROD_002,EMP_089,closed
TCK_001781,CUST_05438,PROD_002,EMP_057,closed
TCK_001782,CUST_05995,PROD_001,EMP_098,closed
TCK_001783,CUST_06620,PROD_012,EMP_087,closed
TCK_001784,CUST_03071,PROD_003,EMP_040,closed
TCK_001785,CUST_05293,PROD_012,EMP_042,open
TCK_001786,CUST_04009,PROD_006,EMP_033,closed
TCK_001787,CUST_02731,PROD_013,EMP_088,closed
TCK_001788,CUST_03902,PROD_005,EMP_033,closed
TCK_001789,CUST_02017,PROD_004,EMP_043,closed
TCK_001790,CUST_02468,PROD_002,EMP_003,closed
TCK_001791,CUST_06563,PROD_007,EMP_014,open
TCK_001792,CUST_07071,PROD_010,EMP_082,closed
TCK_001793,CUST_05035,PROD_005,EMP_027,closed
TCK_001794,CUST_07952,PROD_013,EMP_071,closed
TCK_001795,CUST_07664,PROD_001,EMP_044,closed
TCK_001796,CUST_03583,PROD_004,EMP_047,closed
TCK_001797,CUST_00494,PROD_013,EMP_043,open
TCK_001798,CUST_03140,PROD_009,EMP_081,closed
TCK_001799,CUST_02677,PROD_006,EMP_075,open
TCK_001800,CUST_01982,PROD_009,EMP_036,closed
TCK_001801,CUST_04872,PROD_011,EMP_086,closed
TCK_001802,CUST_04735,PROD_013,EMP_019,closed
TCK_001803,CUST_02943,PROD_009,EMP_056,open
TCK_001804,CUST_01298,PROD_001,EMP_097,open
TCK_001805,CUST_01781,PROD_007,EMP_049,closed
TCK_001806,CUST_07359,PROD_005,EMP_023,open
TCK_001807,CUST_06173,PROD_005,EMP_018,closed
TCK_001808,CUST_00633,PROD_008,EMP_060,closed
TCK_001809,CUST_04295,PROD_002,EMP_036,closed
TCK_001810,CUST_01243,PROD_006,EMP_081,closed
TCK_001811,CUST_01730,PROD_002,EMP_087,closed
TCK_001812,CUST_05393,PROD_006,EMP_078,closed
TCK_001813,CUST_00203,PROD_005,EMP_024,closed
TCK_001814,CUST_01092,PROD_009,EMP_045,closed
TCK_001815,CUST_01622,PROD_001,EMP_058,closed
TCK_001816,CUST_00838,PROD_001,EMP_001,open
TCK_001817,CUST_06993,PROD_002,EMP_060,closed
TCK_001818,CUST_05790,PROD_009,EMP_025,closed
TCK_001819,CUST_07882,PROD_010,EMP_079,closed
TCK_001820,CUST_06682,PROD_005,EMP_078,open
TCK_001821,CUST_04217,PROD_002,EMP_077,closed
TCK_001822,CUST_06957,PROD_001,EMP_078,open
TCK_001823,CUST_00370,PROD_009,EMP_063,closed
TCK_001824,CUST_00980,PROD_009,EMP_063,closed
TCK_001825,CUST_00530,PROD_012,EMP_098,closed
TCK_001826,CUST_04114,PROD_003,EMP_087,closed
TCK_001827,CUST_01992,PROD_003,EMP_025,closed
TCK_001828,CUST_07172,PROD_004,EMP_050,closed
TCK_001829,CUST_01922,PROD_003,EMP_076,open
TCK_001830,CUST_06105,PROD_007,EMP_079,closed
TCK_001831,CUST_06627,PROD_010,EMP_071,closed
TCK_001832,CUST_05831,PROD_009,EMP_063,closed
TCK_001833,CUST_02986,PROD_009,EMP_014,closed
TCK_001834,CUST_05325,PROD_011,EMP_047,closed
TCK_001835,CUST_00069,PROD_011,EMP_075,closed
TCK_001836,CUST_02682,PROD_005,EMP_061,closed
TCK_001837,CUST_00394,PROD_009,EMP_042,closed
TCK_001838,CUST_04761,PROD_012,EMP_068,open
TCK_001839,CUST_07260,PROD_005,EMP_015,closed
TCK_001840,CUST_06864,PROD_013,EMP_081,open
TCK_001841,CUST_04074,PROD_009,EMP_059,closed
TCK_001842,CUST_01582,PROD_001,EMP_097,open
TCK_001843,CUST_05229,PROD_005,EMP_009,closed
TCK_001844,CUST_02471,PROD_002,EMP_085,closed
TCK_001845,CUST_00041,PROD_004,EMP_021,open
TCK_001846,CUST_05340,PROD_012,EMP_031,closed
TCK_001847,CUST_05565,PROD_003,EMP_102,closed
TCK_001848,CUST_03282,PROD_005,EMP_069,closed
TCK_001849,CUST_07205,PROD_013,EMP_088,closed
TCK_001850,CUST_00020,PROD_003,EMP_003,open
TCK_001851,CUST_06623,PROD_009,EMP_077,closed
TCK_001852,CUST_03263,PROD_008,EMP_037,open
TCK_001853,CUST_04741,PROD_005,EMP_087,closed
TCK_001854,CUST_02317,PROD_008,EMP_084,closed
TCK_001855,CUST_02189,PROD_001,EMP_010,closed
TCK_001856,CUST_06999,PROD_011,EMP_040,closed
TCK_001857,CUST_06470,PROD_003,EMP_058,closed
TCK_001858,CUST_02124,PROD_003,EMP_010,closed
TCK_001859,CUST_01237,PROD_003,EMP_051,closed
TCK_001860,CUST_00148,PROD_001,EMP_067,open
TCK_001861,CUST_01215,PROD_011,EMP_084,closed
TCK_001862,CUST_02819,PROD_006,EMP_040,closed
TCK_001863,CUST_06916,PROD_002,EMP_101,closed
TCK_001864,CUST_07800,PROD_003,EMP_040,closed
TCK_001865,CUST_05279,PROD_005,EMP_056,closed
TCK_001866,CUST_01142,PROD_003,EMP_042,closed
TCK_001867,CUST_06612,PROD_002,EMP_094,open
TCK_001868,CUST_00048,PROD_007,EMP_048,closed
TCK_001869,CUST_01672,PROD_007,EMP_064,closed
TCK_001870,CUST_01686,PROD_010,EMP_001,closed
TCK_001871,CUST_00546,PROD_010,EMP_007,closed
TCK_001872,CUST_01430,PROD_002,EMP_021,closed
TCK_001873,CUST_03423,PROD_003,EMP_070,closed
TCK_001874,CUST_04835,PROD_008,EMP_094,closed
TCK_001875,CUST_04489,PROD_002,EMP_095,closed
TCK_001876,CUST_03585,PROD_010,EMP_079,closed
TCK_001877,CUST_05840,PROD_011,EMP_086,open
TCK_001878,CUST_01158,PROD_010,EMP_029,closed
TCK_001879,CUST_01550,PROD_006,EMP_057,closed
TCK_001880,CUST_02071,PROD_012,EMP_013,closed
TCK_001881,CUST_02913,PROD_002,EMP_052,closed
TCK_001882,CUST_02424,PROD_003,EMP_083,closed
TCK_001883,CUST_02532,PROD_002,EMP_102,closed
TCK_001884,CUST_02481,PROD_009,EMP_093,closed
TCK_001885,CUST_06537,PROD_011,EMP_079,open
TCK_001886,CUST_05514,PROD_010,EMP_079,closed
TCK_001887,CUST_07914,PROD_013,EMP_047,open
TCK_001888,CUST_00650,PROD_001,EMP_017,closed
TCK_001889,CUST_04155,PROD_009,EMP_070,closed
TCK_001890,CUST_05661,PROD_012,EMP_084,closed
TCK_001891,CUST_00695,PROD_012,EMP_032,closed
TCK_001892,CUST_05936,PROD_010,EMP_099,closed
TCK_001893,CUST_01370,PROD_011,EMP_008,closed
TCK_001894,CUST_00104,PROD_004,EMP_003,closed
TCK_001895,CUST_00216,PROD_012,EMP_064,closed
TCK_001896,CUST_00142,PROD_001,EMP_022,closed
TCK_001897,CUST_02652,PROD_008,EMP_011,closed
TCK_001898,CUST_03200,PROD_012,EMP_022,open
TCK_001899,CUST_06254,PROD_012,EMP_017,closed
TCK_001900,CUST_00107,PROD_006,EMP_013,closed
TCK_001901,CUST_02655,PROD_013,EMP_025,closed
TCK_001902,CUST_02302,PROD_002,EMP_020,closed
TCK_001903,CUST_07401,PROD_004,EMP_077,closed
TCK_001904,CUST_02529,PROD_009,EMP_038,closed
TCK_001905,CUST_06223,PROD_008,EMP_018,closed
TCK_001906,CUST_01502,PROD_004,EMP_015,closed
TCK_001907,CUST_03515,PROD_005,EMP_001,closed
TCK_001908,CUST_02867,PROD_001,EMP_052,closed
TCK_001909,CUST_05637,PROD_009,EMP_082,closed
TCK_001910,CUST_03418,PROD_001,EMP_038,closed
TCK_001911,CUST_01584,PROD_006,EMP_050,closed
TCK_001912,CUST_07360,PROD_007,EMP_010,closed
TCK_001913,CUST_06132,PROD_001,EMP_061,closed
TCK_001914,CUST_07972,PROD_005,EMP_073,closed
TCK_001915,CUST_07345,PROD_003,EMP_096,closed
TCK_001916,CUST_06890,PROD_005,EMP_093,closed
TCK_001917,CUST_07180,PROD_002,EMP_040,closed
TCK_001918,CUST_00194,PROD_008,EMP_044,closed
TCK_001919,CUST_03127,PROD_003,EMP_098,closed
TCK_001920,CUST_07570,PROD_007,EMP_089,open
TCK_001921,CUST_02969,PROD_002,EMP_001,closed
TCK_001922,CUST_07690,PROD_011,EMP_090,closed
TCK_001923,CUST_02084,PROD_004,EMP_037,closed
TCK_001924,CUST_06912,PROD_003,EMP_082,closed
TCK_001925,CUST_03094,PROD_010,EMP_018,closed
TCK_001926,CUST_03997,PROD_013,EMP_037,closed
TCK_001927,CUST_00450,PROD_006,EMP_028,closed
TCK_001928,CUST_02197,PROD_002,EMP_061,closed
TCK_001929,CUST_06423,PROD_002,EMP_083,closed
TCK_001930,CUST_04704,PROD_002,EMP_053,closed
TCK_001931,CUST_06388,PROD_005,EMP_025,closed
TCK_001932,CUST_06306,PROD_010,EMP_008,closed
TCK_001933,CUST_03048,PROD_004,EMP_081,closed
TCK_001934,CUST_02896,PROD_007,EMP_018,closed
TCK_001935,CUST_00216,PROD_007,EMP_033,closed
TCK_001936,CUST_01325,PROD_010,EMP_055,closed
TCK_001937,CUST_00707,PROD_002,EMP_002,closed
TCK_001938,CUST_00643,PROD_013,EMP_091,open
TCK_001939,CUST_05680,PROD_005,EMP_024,closed
TCK_001940,CUST_05006,PROD_005,EMP_019,closed
TCK_001941,CUST_03389,PROD_007,EMP_020,closed
TCK_001942,CUST_00666,PROD_001,EMP_005,closed
TCK_001943,CUST_06844,PROD_010,EMP_084,closed
TCK_001944,CUST_04718,PROD_003,EMP_048,closed
TCK_001945,CUST_00502,PROD_002,EMP_040,closed
TCK_001946,CUST_06552,PROD_008,EMP_021,open
TCK_001947,CUST_00298,PROD_009,EMP_091,closed
TCK_001948,CUST_05369,PROD_001,EMP_046,closed
TCK_001949,CUST_07526,PROD_012,EMP_068,closed
TCK_001950,CUST_07107,PROD_012,EMP_053,closed
TCK_001951,CUST_03600,PROD_013,EMP_069,closed
TCK_001952,CUST_07539,PROD_010,EMP_043,closed
TCK_001953,CUST_07355,PROD_005,EMP_039,closed
TCK_001954,CUST_03876,PROD_004,EMP_026,open
